id	name
0	Aegon-I-Targaryen
1	Daenerys-Targaryen
2	Aegon-Targaryen-(son-of-Rhaegar)
3	Elia-Martell
4	Franklyn-Flowers
5	Haldon
6	Harry-Strickland
7	Jon-Connington
8	Lemore
9	Rhaegar-Targaryen
10	Rhaenys-Targaryen-(daughter-of-Rhaegar)
11	Rolly-Duckfield
12	Tyrion-Lannister
13	Tywin-Lannister
14	Viserys-Targaryen
15	Yandry
16	Ysilla
17	Aemon-Targaryen-(Maester-Aemon)
18	Clydas
19	Gilly
20	Jon-Snow
21	Samwell-Tarly
22	Stannis-Baratheon
23	Aenys-Frey
24	Hosteen-Frey
25	Theon-Greyjoy
26	Wyman-Manderly
27	Aeron-Greyjoy
28	Euron-Greyjoy
29	Victarion-Greyjoy
30	Aerys-II-Targaryen
31	Robert-Baratheon
32	Aggo
33	Barristan-Selmy
34	Daario-Naharis
35	Grey-Worm
36	Jhogo
37	Rakharo
38	Alliser-Thorne
39	Alys-Karstark
40	Melisandre
41	Sigorn
42	Alysane-Mormont
43	Asha-Greyjoy
44	Justin-Massey
45	Archibald-Yronwood
46	Cletus-Yronwood
47	Gerris-Drinkwater
48	Quentyn-Martell
49	Tattered-Prince
50	Areo-Hotah
51	Arianne-Martell
52	Arys-Oakheart
53	Balon-Swann
54	Doran-Martell
55	Ellaria-Sand
56	Obara-Sand
57	Myrcella-Baratheon
58	Arnolf-Karstark
59	Arthor-Karstark
60	Mors-Umber
61	Rickard-Karstark
62	Arron
63	Emrick
64	Hareth-(Moles-Town)
65	Satin
66	Arya-Stark
67	Bran-Stark
68	Brusco
69	Eddard-Stark
70	Jeyne-Poole
71	Kindly-Man
72	Mance-Rayder
73	Ramsay-Snow
74	Sansa-Stark
75	Waif
76	Gerold-Dayne
77	Clayton-Suggs
78	Galbart-Glover
79	Godry-Farring
80	Grimtongue
81	Hagen
82	Qarl-the-Maid
83	Rolfe-the-Dwarf
84	Sybelle-Glover
85	Torgon-Greyiron
86	Tristifer-Botley
87	Tycho-Nestoris
88	Ashara-Dayne
89	Axell-Florent
90	Selyse-Florent
91	Shireen-Baratheon
92	Azor-Ahai
93	Balon-Greyjoy
94	Barbrey-Dustin
95	Roger-Ryswell
96	Roose-Bolton
97	Belwas
98	Ben-Plumm
99	Bloodbeard
100	Galazza-Galare
101	Grazhar
102	Groleo
103	Hizdahr-zo-Loraq
104	Khrazz
105	Larraq
106	Missandei
